Year,SchoolCode,Site,3-Math-Advanced,3-Math-Satisfactory,3-Reading-Advanced,3-Reading-Satisfactory,4-Math-Advanced,4-Math-Satisfactory,4-Reading-Advanced,4-Reading-Satisfactory,5-Math-Advanced,5-Math-Satisfactory,5-Reading-Advanced,5-Reading-Satisfactory,5-SocialStudies-Advanced,5-SocialStudies-Satisfactory,5-Science-Advanced,5-Science-Satisfactory,5-Writing-Advanced,5-Writing-Satisfactory,6-Math-Advanced,6-Math-Satisfactory,6-Reading-Advanced,6-Reading-Satisfactory,7-Math-Advanced,7-Math-Satisfactory,7-Reading-Advanced,7-Reading-Satisfactory,7-Geography-Advanced,7-Geography-Satisfactory,8-Math-Advanced,8-Math-Satisfactory,8-Reading-Advanced,8-Reading-Satisfactory,8-History-Advanced,8-History-Satisfactory,8-Science-Advanced,8-Science-Satisfactory,8-Writing-Advanced,8-Writing-Satisfactory,EOI-Algebra-Advanced,EOI-Algebra-Satisfactory,EOI-EnglishII-Advanced,EOI-EnglishII-Satisfactory,EOI-USHistory-Advanced,EOI-USHistory-Satisfactory,EOI-Biology-Advanced,EOI-Biology-Satisfactory,EOI-AlgebraII-Advanced,EOI-AlgebraII-Satisfactory,EOI-Geometry-Advanced,EOI-Geometry-Satisfactory,EOI-EnglishIII-Advanced,EOI-EnglishIII-Satisfactory
2016,61I080120,WILLIAM GAY EC CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,61I080125,JEFFERSON EC CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,61I080130,WILL ROGERS ELEMENTARY,0.37,0.83,0.09,0.95,0.2,0.8,0.02,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,61I080135,WASHINGTON EC CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,61I080150,PARKER INTERMEDIATE CENTER,,,,,,,,,0.18,0.73,0.08,0.74,0.35,0.66,0.13,0.54,,,0.36,0.87,0.05,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,61I080510,PUTERBAUGH MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.23,0.77,0.17,0.84,0.22,0.53,0.06,0.51,0.18,0.85,0.16,0.49,0.18,0.58,,,0.53,0.98,,,,,,,,,,,,
2016,61I080705,McALESTER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.81,0.18,0.85,0.24,0.76,0.16,0.57,0.2,0.92,0.33,0.86,0.23,0.92
2016,62I001105,ALLEN ELEMENTARY,0.09,0.52,0,0.74,0.03,0.55,0,0.76,0.33,0.67,0.15,0.78,0.3,0.74,0.11,0.63,,,0.23,0.64,0.09,0.55,0,0.33,0,0.52,0.1,0.33,0.06,0.33,0.08,0.73,0.08,0.27,0.05,0.35,,,,,,,,,,,,,,,,
2016,62I001705,ALLEN HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.86,0.04,0.74,0,0.57,0.07,0.3,0.26,0.84,0.73,1,0.35,0.94
2016,62I009105,VANOSS ELEMENTARY,0.2,0.85,0.05,0.85,0.15,0.93,0,0.81,0.28,0.72,0.11,0.75,0.36,0.69,0.25,0.61,,,0.24,0.79,0.03,0.72,0.18,0.89,0.21,0.93,0.32,0.64,0.33,0.75,0.29,0.96,0.5,0.83,0.33,0.67,,,,,,,,,,,,,,,,
2016,62I009705,VANOSS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.96,0.21,0.94,0.35,0.83,0.16,0.59,0.39,0.91,0.19,0.81,0.42,0.92
2016,62I016105,BYNG ELEMENTARY,,,,,0.22,0.8,0.04,0.8,0.43,0.97,0.16,0.95,0.43,0.95,0.3,0.73,,,0.37,0.92,0.08,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I016110,HOMER ELEMENTARY,0.54,0.89,0.07,0.95,0.33,0.91,0.11,0.93,0.33,0.9,0.14,0.91,0.53,0.91,0.31,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I016115,FRANCIS ELEMENTARY,0.59,1,0.04,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I016610,BYNG JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.32,0.88,0.28,0.92,0.53,0.79,0.28,0.67,0.27,0.97,0.15,0.49,0.13,0.6,,,0.42,0.85,,,,,,,,,0.89,1,,
2016,62I016705,BYNG HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.94,0.36,0.82,0.16,0.72,0.39,0.85,0.34,0.89,0.23,0.94
2016,62I019105,ADA EC CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I019110,HAYES ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I019125,WASHINGTON ELEMENTARY,0.22,0.74,0.06,0.83,0.2,0.77,0.03,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I019130,WILLARD ELEMENTARY,,,,,,,,,0.35,0.83,0.11,0.86,0.34,0.82,0.17,0.61,,,0.28,0.77,0.06,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I019610,ADA JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.25,0.85,0.22,0.85,0.28,0.62,0.24,0.8,0.23,0.89,0.19,0.48,0.29,0.8,,,0.62,0.97,,,,,0.71,1,,,0.95,1,,
2016,62I019705,ADA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.86,0.21,0.72,0.04,0.34,0.06,0.66,0.31,0.9,0.14,0.93
2016,62I024105,LATTA ELEMENTARY,0.13,0.75,0,0.8,0.52,0.96,0.04,0.92,0.5,0.92,0.19,0.92,0.6,0.9,0.19,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I024510,LATTA MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.22,0.76,0.1,0.84,0.5,0.95,0.16,0.81,0.23,0.63,0.27,0.85,0.36,0.86,0.14,0.45,0.11,0.55,,,0.96,1,,,,,,,,,,,,
2016,62I024705,LATTA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.88,0.2,0.96,0.43,0.75,0.18,0.45,0.56,0.94,0.43,0.91,0.45,0.93
2016,62I030105,STONEWALL ELEMENTARY,0.34,0.89,0.03,0.92,0.23,0.92,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,62I030515,McLISH MIDDLE SCHOOL,,,,,,,,,0.13,0.57,0.04,0.61,0.13,0.48,0.13,0.61,,,0.14,0.68,0,0.68,0,0.41,0.09,0.73,0.05,0.27,0.08,0.31,0.11,0.89,0.11,0.59,0.19,0.7,,,0.21,0.71,,,,,,,,,,,,
2016,62I030705,STONEWALL HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.8,0.17,0.83,0.25,0.92,0.12,0.32,0.11,0.63,0.36,0.92,0.37,0.89
2016,62I037105,ROFF ELEMENTARY,0.21,0.79,0,0.71,0.25,0.81,0,0.63,0.16,0.79,0.05,0.47,0.47,0.74,0.11,0.58,,,0.39,1,0.06,0.78,0.2,0.9,0.6,0.9,0.4,0.7,0.33,0.93,0.23,0.91,0.09,0.68,0.14,0.86,,,0.71,1,,,,,,,,,,,,
2016,62I037705,ROFF HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.93,0.13,0.88,0.13,0.4,0.17,0.5,0.25,0.88,0.62,0.92,0.13,1
2016,63C010105,NORTH ROCK CREEK ELEMENTARY,0.33,0.8,0.02,0.78,0.17,0.64,0,0.71,0.1,0.63,0.04,0.81,0.54,0.88,0.19,0.65,,,0.28,0.7,0.07,0.78,0.28,0.83,0.17,0.83,0.34,0.62,0.05,0.57,0.13,0.89,0.18,0.47,0.13,0.5,,,0.24,1,,,,,,,,,,,,
2016,63C027105,GROVE ELEMENTARY,0.51,0.89,0.06,0.8,0.26,0.79,0.05,0.92,0.38,0.72,0.22,0.91,0.34,0.78,0.19,0.69,,,0.59,0.88,0.1,0.8,0.39,0.86,0.29,0.82,0.32,0.61,,,0.28,0.92,0.19,0.58,0.17,0.75,,,0.64,0.94,,,,,,,,,,,,
2016,63C029105,PLEASANT GROVE ELEMENTARY,0.07,0.2,0,0.47,0,0.4,0,0.53,0.21,0.86,0,0.86,0,0.57,0.14,0.64,,,0,0.28,0,0.39,0,0.6,0,0.5,0,0.2,,,0.09,0.82,0.18,0.45,0,0.55,,,0.09,0.27,,,,,,,,,,,,
2016,63C032105,SOUTH ROCK CREEK ELEMENTARY,0.15,0.76,0.09,0.88,0.22,0.86,0,0.89,0.33,0.75,0.04,0.71,0.38,0.83,0.17,0.58,,,0.23,0.65,0,0.74,0.11,0.89,0.17,0.91,0.37,0.74,0,0.7,0.25,0.96,0.29,0.64,0.29,0.93,,,0.61,1,,,,,,,,,,,,
2016,63I001105,McLOUD ELEMENTARY,0.33,0.81,0.01,0.77,0.12,0.64,0.01,0.75,0.16,0.58,0.06,0.65,0.13,0.46,0.08,0.54,,,0.29,0.83,0.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I001610,McLOUD JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.1,0.66,0.25,0.9,0.33,0.68,0.14,0.52,0.26,0.89,0.07,0.57,0.16,0.61,,,,,,,,,,,,,,,,
2016,63I001705,McLOUD HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.91,0.14,0.87,0.14,0.61,0.15,0.56,0.06,0.72,0.27,0.89,0.16,0.97
2016,63I002105,DALE ELEMENTARY,0.27,0.78,0.03,0.92,0.2,0.78,0.11,0.91,0.41,0.85,0.08,0.87,0.38,0.77,0.21,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I002510,DALE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.17,0.88,0.02,0.9,0.36,0.94,0.19,0.91,0.36,0.74,0.18,0.77,0.26,0.93,0.5,0.8,0.13,0.76,,,0.64,1,,,,,,,,,,,,
2016,63I002705,DALE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.85,0.24,0.88,0.14,0.75,0.17,0.69,0.41,0.82,0.71,1,0.37,1
2016,63I003105,BETHEL ELEMENTARY,0.59,0.95,0.16,1,0.3,0.94,0.07,0.88,0.52,0.87,0.2,0.92,0.55,0.86,0.34,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I003505,BETHEL MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.24,0.81,0.11,0.81,0.33,0.8,0.36,0.89,0.64,0.87,0.21,0.52,0.29,0.94,0.36,0.78,0.28,0.82,,,0.86,1,,,,,,,,,,,,
2016,63I003705,BETHEL HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.88,0.27,0.91,0.28,0.78,0.46,0.82,0.41,0.94,0.49,0.92,0.38,0.92
2016,63I004110,MACOMB ELEMENTARY,,,0,0.43,0,0.1,0,0.2,0.14,0.36,0,0.36,0.07,0.21,0.14,0.29,,,0.09,0.82,0.09,0.55,0,0.57,0.07,0.86,0.07,0.29,0.09,0.36,0,0.55,0.09,0.27,0,0.45,,,,,,,,,,,,,,,,
2016,63I004705,MACOMB HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,0,0.76,0,0.36,0.06,0.41,0.12,0.59,0.13,0.56,0.12,0.88
2016,63I005105,EARLSBORO ELEMENTARY,0.29,0.79,0,0.86,0.08,0.42,0,0.83,0.2,0.7,0,1,0,0.3,0.2,0.5,,,0.1,0.6,0.1,0.6,0.08,0.85,0,0.69,0,0.38,0.21,0.53,0.21,0.79,0.21,0.47,0.16,0.47,,,,,,,,,,,,,,,,
2016,63I005705,EARLSBORO HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,1,0.06,0.63,0.05,0.58,0,0.56,0,0.64,0.36,0.57,0.11,1
2016,63I092105,BARNARD ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I092115,KROUCH ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I092120,CROSS TIMBERS ELEMENTARY,0.33,0.81,0.06,0.78,0.1,0.6,0,0.62,0.18,0.63,0.09,0.73,0.3,0.73,0.12,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I092505,TECUMSEH MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.17,0.71,0.05,0.7,0.15,0.76,0.22,0.86,0.28,0.61,0.18,0.72,0.19,0.88,0.23,0.62,0.24,0.67,,,0.43,0.93,,,,,,,,,,,,
2016,63I092710,TECUMSEH HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.49,0.15,0.88,0.48,0.86,0.12,0.49,0.45,0.9,0.37,0.82,0.25,0.86
2016,63I093110,SHAWNEE EARLY LEARNING CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I093120,HORACE MANN ELEMENTARY,0.44,0.85,0.03,0.88,0.5,0.92,0.04,0.85,0.23,0.63,0.13,0.73,0.43,0.67,0.17,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I093130,JEFFERSON ELEMENTARY,0.08,0.53,0.02,0.73,0,0.48,0,0.68,0.11,0.44,0.04,0.71,0.15,0.55,0.07,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I093137,SEQUOYAH ELEMENTARY,0.28,0.78,0,0.78,0.14,0.76,0.04,0.78,0.12,0.67,0.03,0.85,0.27,0.7,0.08,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I093145,WILL ROGERS ELEMENTARY,0.39,0.74,0,0.8,0.17,0.72,0,0.78,0.22,0.74,0.07,0.8,0.22,0.65,0.09,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I093505,SHAWNEE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.22,0.78,0.03,0.6,0.16,0.86,0.14,0.72,0.18,0.52,0.05,0.45,0.09,0.71,0.14,0.45,0.11,0.49,,,0.56,0.97,,,,,,,,,,,,
2016,63I093705,SHAWNEE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.71,0.18,0.82,0.14,0.6,0.11,0.47,0.16,0.81,0.4,0.87,0.18,0.89
2016,63I112105,ASHER ELEMENTARY,0.33,0.83,0,0.92,0.33,0.78,0,0.89,0.42,0.83,0.17,0.67,0.42,0.75,0.17,0.58,,,0.08,0.67,0.08,0.83,0,0.75,0.25,0.94,0,0.56,0.7,1,0.3,0.95,0.2,0.75,0.25,0.8,,,,,,,,,,,,,,,,
2016,63I112705,ASHER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1,0,0.75,0.07,0.43,0,0.4,0.73,1,0.55,0.91,0.33,0.89
2016,63I115105,WANETTE ELEMENTARY,0.25,0.88,0,0.88,0.5,1,0,1,0.57,1,0,0.86,0.14,0.57,0.29,0.86,,,0,0.6,0.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,63I115705,WANETTE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,0,0.75,0,0.63,0.25,0.58,0,0.14,0.17,0.67,0.13,1
2016,63I117105,MAUD ELEMENTARY,0.17,0.56,0,0.56,0.55,1,0,0.91,0.15,0.62,0,0.85,0.08,0.46,0.08,0.54,,,0.1,0.62,0,0.19,0.05,0.86,0.1,0.81,0.29,0.62,0.1,0.4,0,0.75,0.25,0.58,0.08,0.58,,,,,,,,,,,,,,,,
2016,63I117705,MAUD HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.74,0.06,0.88,0.14,0.57,0,0.37,0.25,0.63,0.12,0.94,0.14,0.93
2016,64C002105,ALBION ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,64C004105,TUSKAHOMA ELEMENTARY,,,,,0,0.55,0,0.82,,,,,,,,,,,0,0.33,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,64C015105,NASHOBA ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,64I001105,RATTAN ELEMENTARY,0.48,1,0,0.91,0.05,0.8,0,0.95,0.18,0.86,0.11,0.82,0.36,0.75,0.14,0.68,,,0.54,0.96,0.07,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,64I001610,RATTAN JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.14,0.76,0.17,0.76,0.14,0.52,0.12,0.58,0.08,0.69,0.12,0.5,0.12,0.58,,,,,,,,,,,,,,,,
2016,64I001705,RATTAN HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,1,0.13,0.83,0.17,0.48,0.25,0.61,0.25,1,0.52,1,0.23,1
2016,64I010105,CRAIN ELEMENTARY,0,0.53,0,0.67,0.19,0.88,0,0.75,0.1,0.9,0,0.6,0,0.1,0,0.6,,,0.6,0.8,0.1,0.9,0.57,1,0.29,0.71,0.29,0.71,0.5,0.92,0,0.92,0,0.31,0.38,0.85,,,,,,,,,,,,,,,,
2016,64I010705,CLAYTON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.89,0,0.75,0.15,0.62,0.06,0.24,0,0.36,0.22,0.61,0.25,1
2016,64I013105,BRANTLY ELEMENTARY,0.23,0.6,0.05,0.7,0.27,0.88,0,0.77,0.59,0.94,0.22,0.86,0.39,0.73,0.39,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,64I013510,OBUCH MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.18,0.73,0.05,0.67,0.2,0.8,0.22,0.84,0.39,0.73,0.38,0.83,0.12,0.87,0.23,0.58,0.21,0.67,,,,,,,,,,,,,,,,
2016,64I013705,ANTLERS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.93,0.28,0.93,0.31,0.69,0.3,0.7,0,0.82,0.11,0.78,0.26,0.97
2016,64I022105,MOYERS ELEMENTARY,0,0.11,0,0.11,0,0.42,0,0.67,0,0.3,0,0.5,0.2,0.5,0.1,0.3,,,0,1,0,0.71,,,,,,,0.11,0.44,0,0.67,0,0.44,0,0.67,,,,,,,,,,,,,,,,
2016,64I022705,MOYERS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.7,0,0.8,0,0.46,0.11,0.11,0.07,0.57,0.11,0.67,0,1
2016,65I003105,LEEDEY ELEMENTARY,0.67,1,0,1,0.31,0.69,0,1,0.25,0.88,0.13,0.88,0.13,0.63,0.13,0.75,,,0.15,0.62,0.08,0.85,0,0.91,0.64,0.91,0.82,1,0.09,0.55,0.5,0.92,0.42,0.92,0.18,0.73,,,,,,,,,,,,,,,,
2016,65I003705,LEEDEY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.92,0.22,0.89,0.31,1,0.33,0.67,0.5,0.92,0.44,0.78,0.45,1
2016,65I006105,REYDON ELEMENTARY,0.27,0.82,0,0.91,0.33,0.56,0.11,0.67,,,,,,,,,,,0.11,0.67,0.11,0.78,,,,,,,0.63,1,0.75,1,0.25,0.75,0.5,1,,,,,,,,,,,,,,,,
2016,65I006705,REYDON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,65I007105,CHEYENNE ELEMENTARY,0.31,0.84,0,0.91,0.13,0.88,0,0.81,0.62,1,0.24,1,0.57,1,0.48,0.86,,,0.59,0.91,0.14,0.95,0.33,1,0.22,1,0.33,0.78,0.33,0.78,0.07,0.93,0.2,0.67,0.2,0.87,,,0.83,1,,,,,,,,,,,,
2016,65I007705,CHEYENNE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.94,0.13,0.88,0.29,0.71,0.22,0.67,0.86,1,0.67,1,0.2,0.93
2016,65I015105,SWEETWATER ELEMENTARY,0.14,0.71,0.14,0.86,0.29,0.86,0,0.86,0.38,1,0.08,0.92,0.38,0.62,0.23,0.85,,,0.29,1,0.14,1,0,0.83,0,0.83,0.33,0.83,,,,,,,,,,,,,,,,,,,,,,,,
2016,65I015705,SWEETWATER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,1,,,0.13,0.5,,,0.33,0.67,,,0.33,1
2016,65I066105,HAMMON ELEMENTARY,0.67,0.89,0,0.89,0.33,0.92,0,0.83,0.29,0.71,0.07,0.71,0.29,0.79,0.14,0.57,,,0.23,0.77,0,0.54,0.17,0.83,0.17,0.83,0.42,0.58,0,0.71,0.09,0.91,0.4,1,0.3,0.9,,,,,,,,,,,,,,,,
2016,65I066705,HAMMON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.67,0,0.83,0,0.67,0,0.83,0.13,0.25,0.11,0.78,0.08,1
2016,66C009105,JUSTUS-TIAWAH ELEMENTARY,0.39,0.84,0.05,0.86,0.2,0.9,0,0.88,0.29,0.9,0.22,0.9,0.54,0.85,0.24,0.71,,,0.2,0.89,0.07,0.74,0.22,0.87,0.24,0.82,0.51,0.8,0.31,0.81,0.5,1,0.45,0.87,0.34,0.79,,,0.9,1,,,,,,,,,,,,
2016,66I001105,CLAREMONT ELEMENTARY,0.29,0.89,0.07,0.96,0.18,0.75,0.02,0.8,0.26,0.82,0.05,0.85,0.41,0.77,0.13,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I001110,ROOSA ELEMENTARY,0.16,0.69,0.07,0.96,0.54,1,0.03,0.95,0.39,0.96,0.14,0.88,0.51,0.9,0.08,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I001115,WESTSIDE ELEMENTARY,0.52,0.82,0.15,0.87,0.27,0.88,0.02,0.88,0.48,0.91,0.13,0.93,0.67,0.91,0.33,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I001135,CATALAYAH ELEMENTARY,0.55,0.87,0.02,0.89,0.22,0.86,0.02,0.88,0.16,0.68,0.13,0.82,0.43,0.89,0.13,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I001610,WILL ROGERS JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,0.34,0.9,0.07,0.8,0.23,0.83,0.28,0.89,0.54,0.78,0.33,0.72,0.17,0.87,0.28,0.68,0.18,0.66,,,0.69,1,,,,,,,,,,,,
2016,66I001705,CLAREMORE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.99,0.19,0.9,0.34,0.82,0.2,0.62,0.46,0.93,0.45,0.89,0.34,0.97
2016,66I002105,J. W. SAM ELEMENTARY,0.17,0.74,0.01,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I002110,CHEROKEE ELEMENTARY,,,,,0.15,0.83,0,0.84,0.46,0.93,0.11,0.84,0.37,0.83,0.17,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I002115,HELEN PAUL LEARNING CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I002510,WELLS MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.09,0.63,0.05,0.67,0.16,0.69,0.11,0.78,0.3,0.63,0.01,0.41,0.22,0.83,0.29,0.62,0.12,0.6,,,0.41,0.95,,,,,,,,,,,,
2016,66I002705,CATOOSA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.68,0.12,0.8,0.18,0.6,0.08,0.32,0.08,0.59,0.27,0.76,0.24,0.98
2016,66I003110,ART GOAD ELEMENTARY SCHOOL,0.3,0.83,0.06,0.85,0.19,0.74,0,0.79,0,0.48,0.09,0.8,0.57,0.77,0.05,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I003510,CHELSEA MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.1,0.7,0.03,0.48,0.14,0.64,0.07,0.86,0.23,0.61,0.15,0.73,0.18,0.88,0.15,0.73,0.18,0.67,,,,,,,,,,,,,,,,
2016,66I003705,CHELSEA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.65,0.09,0.81,0.15,0.63,0.02,0.34,0.04,0.25,0.19,0.7,0.2,0.83
2016,66I004105,OOLOGAH-TALALA LOWER ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I004205,OOLOGAH-TALALA UPPER ELEMENTARY,0.43,0.84,0.11,0.9,0.35,0.96,0.09,0.97,0.29,0.8,0.18,0.96,0.43,0.82,0.24,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I004505,OOLOGAH-TALALA MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.28,0.93,0.02,0.8,0.31,0.94,0.13,0.89,0.39,0.75,0.22,0.73,0.24,0.95,0.23,0.65,0.22,0.79,,,0.48,0.96,,,,,,,,,,,,
2016,66I004705,OOLOGAH-TALALA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.88,0.19,0.81,0.31,0.78,0.07,0.65,0.34,0.85,0.33,0.92,0.22,0.93
2016,66I005105,INOLA ELEMENTARY,0.11,0.38,0.03,0.65,0.27,0.84,0.02,0.8,0.2,0.76,0.07,0.7,0.25,0.66,0.1,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,66I005515,INOLA MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.27,0.77,0.01,0.73,0.19,0.82,0.23,0.78,0.22,0.48,0.24,0.62,0.11,0.88,0.11,0.52,0.2,0.55,,,0.29,0.83,,,,,,,,,,,,
